Text,Religious#Icon,Religious#Practices,Religious#Place,God,Religious#Group
পৃথিবীর প্রাচীনতম ধর্ম হল প্রিয় হিন্দু ধর্ম।,2,2,2,2,1
হিন্দু ধর্ম প্রাকৃতিক ধর্ম। হিন্দু ধর্ম ব্যতীত অন্য মনুষ্য দ্বারা সৃষ্টি করা ধর্ম।,2,2,2,2,1
বৌদ্ধ ধর্ম তো মুক্ত ধর্ম ঞাণ ধর্ম,2,2,2,2,1
আমি একজন হিন্দু🕉। আমি বৌদ্ধ ধর্মকে সম্মান করি। সর্বোপরি আমরা সবাই মানুষ।,2,2,2,2,1
খুব ভালো লেগেছে থাইল্যান্ডের মন্দিরের বর্ননা শুনে।,2,2,1,2,2
হরে কৃষ্ণ জয হোক সনাতন ধর্মের সারা পৃথিবীতে গিতা ইস্কুল চালু করা হোক,2,1,2,2,1
আমি যতটা আমার শ্রী রামচন্দ্র কে মানি ঠিক ততটা বুদ্ধদেব কেও মানি,2,2,2,1,2
জয় শ্রী রাম থাইল্যান্ডের জয় হোক ভারত মাতার জয় হোক থাইল্যান্ডে হিন্দুদের জয়,2,2,1,1,1
জয় শ্রী রাম । হরে কৃষ্ণ হরে কৃষ্ণ কৃষ্ণ কৃষ্ণ হরে হরে ।,2,2,2,1,2
ভেরি নাইস এই থেকে সনাতন ধর্ম এগিয়ে চলুক। এগিয়ে যাও,2,2,2,2,1
আমি মুসলিম। কিন্তু আমি মনে করি গৌতম বুদ্ধ মানবজাতির জন্য এক মহান আশীর্বাদ ছিলেন।,2,2,2,1,2
সাধু সাধু সাধু ভগবান বুদ্ব সবার যেন মঙ্গল করেন,2,2,2,1,2
আমি ভারত থেকে একজন নতুন করে জন্মগ্রহণকারী খ্রিস্টান। 16 বছর বয়সে যীশু আমাকে বাঁচিয়েছিলেন।,2,2,1,1,1
বাড়ির ছোট্ট ছেলে মেয়েদের ধর্মীয় শিক্ষা দেয়ার জন্য সবার প্রতি অনুরোধ,2,2,2,2,2
একজন হিন্দু হিসেবে আমি এই ধর্ম দেখে বিস্মিত হয়েছি,2,2,2,2,1
একজন মুসলিম হিসেবে আমার ইহুদি ও খ্রিস্টান ধর্মের প্রতি অগাধ আগ্রহ রয়েছে।,2,2,2,2,1
"আমি সোমালি থেকে এসেছি, আমি প্রতিদিন পবিত্র কোরআন পড়ি এবং আমি পবিত্র কোরআন পড়তে উপভোগ করি।",2,1,1,2,2
বাইবেল পড়ার পর আমার জীবন বদলে গেছে,2,1,2,2,2
আমি প্রার্থনা করেছিলাম যে প্রভু আমাকে প্রলোভন কাটিয়ে উঠতে সাহায্য করবেন এবং তিনি আমাকে প্রলোভন থেকে মুক্ত করেছেন,2,2,2,1,2
এটি বাইবেলের ইতিহাসের উপর একেবারে একটি আশ্চর্যজনক ভিডিও।,2,1,2,2,2
"অ্যানিমেশন আশ্চর্যজনক, এবং আমি বাইবেল সম্পর্কে আরও শিখেছি! আপনাকে ধন্যবাদ, ন্যাটজিও!",2,1,2,2,2
"আমি চিরকাল কৃতজ্ঞ থাকব যে আমি আমার বাইবেল খুলতে পারি এবং প্রতিদিন এটি পড়তে পারি, এবং উপরন্তু একাধিক বাইবেলের মালিক!",2,1,2,1,2
থাইল্যান্ড বিশ্বের কাছে পরিচিত সবচেয়ে শান্তিপূর্ণ এবং শান্ত মানুষদের মধ্যে একটি... উপায় শেখানোর জন্য বুদ্ধকে ধন্যবাদ,2,2,1,1,2
বাংলাদেশ বৌদ্ধ ❤️ বৌদ্ধধর্ম গর্বিত বোধ,2,2,1,2,1
আমি একজন বৌদ্ধ হতে পেরে খুব গর্বিত এটিই একমাত্র ধর্ম যা সমস্ত মানবজাতি এবং সমস্ত জীবের প্রতি ভালবাসা এবং আবেগপ্রবণ হতে বলে এবং সমগ্র বিশ্বের সবচেয়ে নির্দোষ ধর্ম।,2,2,2,2,1
ভারত থেকে বৌদ্ধ দেশগুলিকে ভালবাসি,2,2,1,2,1
"বৌদ্ধ দেশগুলিকে ভালবাসি | লাওস,কম্বোডিয়া, থাইল্যান্ড, মায়ানমার, শ্রীলঙ্কা, ভুটান, মঙ্গোলিয়া",2,2,1,2,1
আমি বৌদ্ধ নই তবে আমি বৌদ্ধ ধর্মকে ভালোবাসি,2,2,2,2,1
বৌদ্ধ হতে পেরে গর্বিতপৃথিবীর সকল প্রাণী সুখী হোক,2,2,2,2,1
আমি শ্রীলঙ্কার থেরবাদ বৌদ্ধ এবং অন্য সকল ধর্মকে সম্মান করি,2,2,1,2,1
