Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Community
হিন্দু লোকের ধর্মে আদর্শ ও সদাচরণ উচ্চ মান্যতা পায়।,2,2,2,2,1
হিন্দু আচার্য রবীন্দ্রনাথ ঠাকুর একটি মহান সংগীত শিল্পী ছিলেন।,2,2,2,2,1
স্বাধীন ভারতের প্রথম প্রধানমন্ত্রী পন্দিত জওহরলাল নেহরু একজন হিন্দু ছিলেন।,1,2,2,2,1
হিন্দু পুরাতাত্ত্বিক অধ্যায়ন দেশে প্রসারিত।,2,1,2,2,1
দুর্গা পুজোয় পুজোদের প্রতি সহানুভূতি এবং সম্মান প্রদান হয়।,2,1,2,2,2
গীতা হিন্দু লোকের ধর্মীয় প্রজ্ঞান এবং আদর্শের গ্রন্থ।,2,1,2,2,1
ভারতীয় হিন্দু লেখক ও দার্শনিক বিশ্বে প্রশংসিত।,2,2,1,2,1
হিন্দু ধর্মে দরিদ্রদের সাথে সহানুভূতি এবং সেবা গুরুত্বপূর্ণ।,2,2,2,2,1
হিন্দু লোকের ধর্মে সামাজিক সমর্থন এবং আদর্শ উন্নতি দেওয়া হয়।,2,2,2,2,1
ভারতীয় হিন্দু লোকের ধর্মে ব্যক্তিগত এবং সামাজিক শিক্ষা মূল মূল্য।,2,2,1,2,1
হিন্দু ধর্মে শান্তি এবং আত্মসমর্পণ শিক্ষা প্রদান হয়।,2,2,2,2,1
হিন্দু লোকের ধর্মে জীবন এবং মৃত্যুর দর্শন ব্যাপক।,2,2,2,2,1
"দেবী দুর্গা, লক্ষ্মী, সরস্বতী হিন্দু লোকের মাতৃদেবী মান্যতা পায়।",2,2,2,1,1
হিন্দুধর্মে ধার্মিক স্বীকৃতির মাধ্যমে সমাজের ন্যায় এবং ন্যায়ব্যবস্থা প্রবৃদ্ধি করা হয়।,2,2,2,2,1
"হিন্দুধর্মে শিক্ষার উচ্চ মান প্রশংসা পায়, এবং শিক্ষা একটি ব্যক্তির বৃদ্ধি এবং সমাজের উন্নতির জন্য গুরুত্বপূর্ণ মাধ্যম হয়",2,2,2,2,1
হিন্দুধর্মে বিভিন্ন মতবাদ এবং পর্যায়ের লোক বসে থাকে এবং পরস্পরের সহানুভূতি এবং সহকর্মীতা প্রশংসা করে।,2,2,2,2,1
"হিন্দুধর্মে প্রকৃতি এবং পরিবেশের সমর্থন দেওয়া হয়, এবং পরিবেশের সংরক্ষণে বিশেষ গুরুত্ব দেওয়া হয়।",2,2,2,2,1
হিন্দুধর্মে ভাল কাজ করা এবং ধর্মিক দান দেওয়া একটি গুরুত্বপূর্ণ দেওয়া প্রাচীন শিক্ষা।,2,2,2,2,1
হিন্দুধর্মে গ্রামীণ এবং নাগরিক জীবনের সাথে সমন্বয় এবং সমরাস প্রচুর।,2,2,2,2,1
"আমি নিজে একজন হিন্দু, কিন্তু আমি এখনও বিশ্বাস করি প্রতিটি ধর্ম থেকে জীবনের শিক্ষা রয়েছে",2,2,2,2,1
ভালো এবং জনকল্যাণ কাজ করতে বলছে গীতা,2,1,2,2,2
ভগবৎ গীতায় আছে -ধ্যান করলে মানুষের উপকার হয়।,2,1,2,2,2
এই পৃথিবীতে সব কর্ম ঈশ্বরে নিবেদিত ঈশ্বরকে মনে রেখে কাজ করে যেতে,2,2,2,1,2
"সব কিছুরকিছুর স্বাক্ষী ঈশ্বর, ভালো কাজ বিফলে যায় না।",2,2,2,1,2
হিন্দুধর্ম ভারতীয় উপমহাদেশীয় ধর্ম বা জীবনধারা,2,2,1,2,1
"হিন্দু ধর্মবিশ্বাসের প্রধান উপাদানগুলি হল: ধর্ম, সংসার , কর্ম, মোক্ষ ও বিভিন্ন যোগ",2,2,2,2,1
প্রকৃতপক্ষে হিন্দুধর্মাবলম্বীগণ প্রত্যেক দেবতাকে ঈশ্বরের এক একটি করে বিশেষ জ্ঞান বা প্রাকৃতিক শক্তির প্রকাশক বলে মনে করেন।,2,2,2,1,1
"কর্মের আক্ষরিক অর্থ হল কার্য, ক্রিয়া অথবা করণ এবং বলা যেতে পারে এটি হল ""কারণ এবং করণের (কার্যের) নৈতিক ধর্ম""।",2,1,2,2,2
পৃথিবীর প্রাচীনতম ধর্ম হল প্রিয় হিন্দু ধর্ম।,2,2,2,2,1
হিন্দু ধর্ম প্রাকৃতিক ধর্ম। হিন্দু ধর্ম ব্যতীত অন্য মনুষ্য দ্বারা সৃষ্টি করা ধর্ম।,2,2,2,2,1
